timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/01/22 10:25:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 9 %, 3817 MiB, 40960 MiB
2026/01/22 10:26:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 7 %, 2867 MiB, 40960 MiB
2026/01/22 10:27:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 8 %, 3203 MiB, 40960 MiB
2026/01/22 10:28:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 6 %, 2556 MiB, 40960 MiB
2026/01/22 10:29:21.812, 0, NVIDIA A100-SXM4-40GB, 4 %, 8 %, 3368 MiB, 40960 MiB
2026/01/22 10:30:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 6 %, 2617 MiB, 40960 MiB
2026/01/22 10:31:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 8 %, 3473 MiB, 40960 MiB
2026/01/22 10:32:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 7 %, 2797 MiB, 40960 MiB
2026/01/22 10:33:21.812, 0, NVIDIA A100-SXM4-40GB, 11 %, 7 %, 2772 MiB, 40960 MiB
2026/01/22 10:34:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 5 %, 2226 MiB, 40960 MiB
2026/01/22 10:35:21.812, 0, NVIDIA A100-SXM4-40GB, 11 %, 8 %, 3164 MiB, 40960 MiB
2026/01/22 10:36:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 6 %, 2608 MiB, 40960 MiB
2026/01/22 10:37:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 8 %, 3085 MiB, 40960 MiB
2026/01/22 10:38:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2683 MiB, 40960 MiB
2026/01/22 10:39:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 3064 MiB, 40960 MiB
2026/01/22 10:40:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 6 %, 2355 MiB, 40960 MiB
2026/01/22 10:41:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 7 %, 2783 MiB, 40960 MiB
2026/01/22 10:42:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2780 MiB, 40960 MiB
2026/01/22 10:43:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 9 %, 3543 MiB, 40960 MiB
2026/01/22 10:44:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 8 %, 3090 MiB, 40960 MiB
2026/01/22 10:45:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2701 MiB, 40960 MiB
2026/01/22 10:46:21.812, 0, NVIDIA A100-SXM4-40GB, 11 %, 7 %, 2665 MiB, 40960 MiB
2026/01/22 10:47:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 8 %, 3105 MiB, 40960 MiB
2026/01/22 10:48:21.812, 0, NVIDIA A100-SXM4-40GB, 4 %, 6 %, 2590 MiB, 40960 MiB
2026/01/22 10:49:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 6 %, 2506 MiB, 40960 MiB
2026/01/22 10:50:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 6 %, 2659 MiB, 40960 MiB
2026/01/22 10:51:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 8 %, 3432 MiB, 40960 MiB
2026/01/22 10:52:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 6 %, 2427 MiB, 40960 MiB
2026/01/22 10:53:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 7 %, 3030 MiB, 40960 MiB
2026/01/22 10:54:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 9 %, 3807 MiB, 40960 MiB
2026/01/22 10:55:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 6 %, 2658 MiB, 40960 MiB
2026/01/22 10:56:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 6 %, 2452 MiB, 40960 MiB
2026/01/22 10:57:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 7 %, 2864 MiB, 40960 MiB
2026/01/22 10:58:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 5 %, 1984 MiB, 40960 MiB
2026/01/22 10:59:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 5 %, 2074 MiB, 40960 MiB
2026/01/22 11:00:21.812, 0, NVIDIA A100-SXM4-40GB, 14 %, 8 %, 3191 MiB, 40960 MiB
2026/01/22 11:01:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 9 %, 3602 MiB, 40960 MiB
2026/01/22 11:02:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2943 MiB, 40960 MiB
2026/01/22 11:03:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 7 %, 2991 MiB, 40960 MiB
2026/01/22 11:04:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 8 %, 3206 MiB, 40960 MiB
2026/01/22 11:05:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 8 %, 3393 MiB, 40960 MiB
2026/01/22 11:06:21.812, 0, NVIDIA A100-SXM4-40GB, 5 %, 9 %, 3490 MiB, 40960 MiB
2026/01/22 11:07:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 7 %, 2935 MiB, 40960 MiB
2026/01/22 11:08:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 8 %, 3362 MiB, 40960 MiB
2026/01/22 11:09:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 9 %, 3718 MiB, 40960 MiB
2026/01/22 11:10:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 6 %, 2561 MiB, 40960 MiB
2026/01/22 11:11:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 8 %, 3174 MiB, 40960 MiB
2026/01/22 11:12:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 8 %, 3432 MiB, 40960 MiB
2026/01/22 11:13:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 6 %, 2485 MiB, 40960 MiB
2026/01/22 11:14:21.812, 0, NVIDIA A100-SXM4-40GB, 3 %, 7 %, 2954 MiB, 40960 MiB
2026/01/22 11:15:21.812, 0, NVIDIA A100-SXM4-40GB, 5 %, 8 %, 3438 MiB, 40960 MiB
2026/01/22 11:16:21.812, 0, NVIDIA A100-SXM4-40GB, 11 %, 7 %, 3007 MiB, 40960 MiB
2026/01/22 11:17:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2712 MiB, 40960 MiB
2026/01/22 11:18:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 6 %, 2443 MiB, 40960 MiB
2026/01/22 11:19:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 7 %, 3066 MiB, 40960 MiB
2026/01/22 11:20:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 9 %, 3724 MiB, 40960 MiB
2026/01/22 11:21:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 8 %, 3141 MiB, 40960 MiB
2026/01/22 11:22:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2900 MiB, 40960 MiB
2026/01/22 11:23:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 7 %, 2952 MiB, 40960 MiB
2026/01/22 11:24:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 8 %, 3204 MiB, 40960 MiB
2026/01/22 11:25:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 6 %, 2653 MiB, 40960 MiB
2026/01/22 11:26:21.812, 0, NVIDIA A100-SXM4-40GB, 5 %, 7 %, 2989 MiB, 40960 MiB
2026/01/22 11:27:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 7 %, 3013 MiB, 40960 MiB
2026/01/22 11:28:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 7 %, 2671 MiB, 40960 MiB
2026/01/22 11:29:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 7 %, 2718 MiB, 40960 MiB
2026/01/22 11:30:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 8 %, 3176 MiB, 40960 MiB
2026/01/22 11:31:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2879 MiB, 40960 MiB
2026/01/22 11:32:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 8 %, 3191 MiB, 40960 MiB
2026/01/22 11:33:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 10 %, 4148 MiB, 40960 MiB
2026/01/22 11:34:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 3044 MiB, 40960 MiB
2026/01/22 11:35:21.812, 0, NVIDIA A100-SXM4-40GB, 11 %, 7 %, 3019 MiB, 40960 MiB
2026/01/22 11:36:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 6 %, 2376 MiB, 40960 MiB
2026/01/22 11:37:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 8 %, 3282 MiB, 40960 MiB
2026/01/22 11:38:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 7 %, 2882 MiB, 40960 MiB
2026/01/22 11:39:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 8 %, 3163 MiB, 40960 MiB
2026/01/22 11:40:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 6 %, 2553 MiB, 40960 MiB
2026/01/22 11:41:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 8 %, 3077 MiB, 40960 MiB
2026/01/22 11:42:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 8 %, 3159 MiB, 40960 MiB
2026/01/22 11:43:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 7 %, 2933 MiB, 40960 MiB
2026/01/22 11:44:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 6 %, 2545 MiB, 40960 MiB
2026/01/22 11:45:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 8 %, 3441 MiB, 40960 MiB
2026/01/22 11:46:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2840 MiB, 40960 MiB
2026/01/22 11:47:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 7 %, 3016 MiB, 40960 MiB
2026/01/22 11:48:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 7 %, 2935 MiB, 40960 MiB
2026/01/22 11:49:21.812, 0, NVIDIA A100-SXM4-40GB, 11 %, 8 %, 3189 MiB, 40960 MiB
2026/01/22 11:50:21.812, 0, NVIDIA A100-SXM4-40GB, 12 %, 8 %, 3231 MiB, 40960 MiB
2026/01/22 11:51:21.812, 0, NVIDIA A100-SXM4-40GB, 5 %, 7 %, 2764 MiB, 40960 MiB
2026/01/22 11:52:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 8 %, 3257 MiB, 40960 MiB
2026/01/22 11:53:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 7 %, 2941 MiB, 40960 MiB
2026/01/22 11:54:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 6 %, 2564 MiB, 40960 MiB
2026/01/22 11:55:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 6 %, 2603 MiB, 40960 MiB
2026/01/22 11:56:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 8 %, 3329 MiB, 40960 MiB
2026/01/22 11:57:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 9 %, 3519 MiB, 40960 MiB
2026/01/22 11:58:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 8 %, 3160 MiB, 40960 MiB
2026/01/22 11:59:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 8 %, 3433 MiB, 40960 MiB
2026/01/22 12:00:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 10 %, 4098 MiB, 40960 MiB
2026/01/22 12:01:21.812, 0, NVIDIA A100-SXM4-40GB, 4 %, 7 %, 2855 MiB, 40960 MiB
2026/01/22 12:02:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 8 %, 3436 MiB, 40960 MiB
2026/01/22 12:03:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 6 %, 2498 MiB, 40960 MiB
2026/01/22 12:04:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2761 MiB, 40960 MiB
2026/01/22 12:05:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 8 %, 3277 MiB, 40960 MiB
2026/01/22 12:06:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 9 %, 3554 MiB, 40960 MiB
2026/01/22 12:07:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 4 %, 1830 MiB, 40960 MiB
2026/01/22 12:08:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 6 %, 2657 MiB, 40960 MiB
2026/01/22 12:09:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 6 %, 2567 MiB, 40960 MiB
2026/01/22 12:10:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 8 %, 3185 MiB, 40960 MiB
2026/01/22 12:11:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 7 %, 2812 MiB, 40960 MiB
2026/01/22 12:12:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2812 MiB, 40960 MiB
2026/01/22 12:13:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 6 %, 2293 MiB, 40960 MiB
2026/01/22 12:14:21.812, 0, NVIDIA A100-SXM4-40GB, 5 %, 6 %, 2525 MiB, 40960 MiB
2026/01/22 12:15:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 7 %, 2780 MiB, 40960 MiB
2026/01/22 12:16:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 8 %, 3335 MiB, 40960 MiB
2026/01/22 12:17:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 9 %, 3750 MiB, 40960 MiB
2026/01/22 12:18:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 7 %, 3050 MiB, 40960 MiB
2026/01/22 12:19:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 8 %, 3375 MiB, 40960 MiB
2026/01/22 12:20:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 6 %, 2560 MiB, 40960 MiB
2026/01/22 12:21:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 10 %, 3897 MiB, 40960 MiB
2026/01/22 12:22:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 6 %, 2558 MiB, 40960 MiB
2026/01/22 12:23:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 6 %, 2282 MiB, 40960 MiB
2026/01/22 12:24:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2671 MiB, 40960 MiB
2026/01/22 12:25:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 8 %, 3364 MiB, 40960 MiB
2026/01/22 12:26:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 3018 MiB, 40960 MiB
2026/01/22 12:27:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2921 MiB, 40960 MiB
2026/01/22 12:28:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 7 %, 2742 MiB, 40960 MiB
2026/01/22 12:29:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 8 %, 3414 MiB, 40960 MiB
2026/01/22 12:30:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 7 %, 2791 MiB, 40960 MiB
2026/01/22 12:31:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 7 %, 2983 MiB, 40960 MiB
2026/01/22 12:32:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 7 %, 2947 MiB, 40960 MiB
2026/01/22 12:33:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 7 %, 2767 MiB, 40960 MiB
2026/01/22 12:34:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 8 %, 3420 MiB, 40960 MiB
2026/01/22 12:35:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 8 %, 3109 MiB, 40960 MiB
2026/01/22 12:36:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 6 %, 2546 MiB, 40960 MiB
2026/01/22 12:37:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 8 %, 3152 MiB, 40960 MiB
2026/01/22 12:38:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 8 %, 3169 MiB, 40960 MiB
2026/01/22 12:39:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 9 %, 3762 MiB, 40960 MiB
2026/01/22 12:40:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 7 %, 2910 MiB, 40960 MiB
2026/01/22 12:41:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 6 %, 2510 MiB, 40960 MiB
2026/01/22 12:42:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2837 MiB, 40960 MiB
2026/01/22 12:43:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 5 %, 2176 MiB, 40960 MiB
2026/01/22 12:44:21.812, 0, NVIDIA A100-SXM4-40GB, 11 %, 8 %, 3109 MiB, 40960 MiB
2026/01/22 12:45:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 7 %, 2892 MiB, 40960 MiB
2026/01/22 12:46:21.812, 0, NVIDIA A100-SXM4-40GB, 5 %, 6 %, 2602 MiB, 40960 MiB
2026/01/22 12:47:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 8 %, 3337 MiB, 40960 MiB
2026/01/22 12:48:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 7 %, 3009 MiB, 40960 MiB
2026/01/22 12:49:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 3053 MiB, 40960 MiB
2026/01/22 12:50:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 8 %, 3383 MiB, 40960 MiB
2026/01/22 12:51:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 8 %, 3424 MiB, 40960 MiB
2026/01/22 12:52:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 6 %, 2612 MiB, 40960 MiB
2026/01/22 12:53:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 7 %, 2832 MiB, 40960 MiB
2026/01/22 12:54:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 9 %, 3530 MiB, 40960 MiB
2026/01/22 12:55:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 8 %, 3243 MiB, 40960 MiB
2026/01/22 12:56:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 8 %, 3249 MiB, 40960 MiB
2026/01/22 12:57:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 10 %, 4103 MiB, 40960 MiB
2026/01/22 12:58:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 8 %, 3195 MiB, 40960 MiB
2026/01/22 12:59:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 6 %, 2609 MiB, 40960 MiB
2026/01/22 13:00:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 8 %, 3108 MiB, 40960 MiB
2026/01/22 13:01:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 5 %, 2231 MiB, 40960 MiB
2026/01/22 13:02:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 8 %, 3109 MiB, 40960 MiB
2026/01/22 13:03:21.812, 0, NVIDIA A100-SXM4-40GB, 3 %, 6 %, 2505 MiB, 40960 MiB
2026/01/22 13:04:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 4 %, 1548 MiB, 40960 MiB
2026/01/22 13:05:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 10 %, 4042 MiB, 40960 MiB
2026/01/22 13:06:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 8 %, 3248 MiB, 40960 MiB
2026/01/22 13:07:21.812, 0, NVIDIA A100-SXM4-40GB, 11 %, 9 %, 3753 MiB, 40960 MiB
2026/01/22 13:08:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 8 %, 3081 MiB, 40960 MiB
2026/01/22 13:09:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2927 MiB, 40960 MiB
2026/01/22 13:10:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 8 %, 3292 MiB, 40960 MiB
2026/01/22 13:11:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 5 %, 2048 MiB, 40960 MiB
2026/01/22 13:12:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2763 MiB, 40960 MiB
2026/01/22 13:13:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 6 %, 2592 MiB, 40960 MiB
2026/01/22 13:14:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 8 %, 3203 MiB, 40960 MiB
2026/01/22 13:15:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 8 %, 3144 MiB, 40960 MiB
2026/01/22 13:16:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 6 %, 2430 MiB, 40960 MiB
2026/01/22 13:17:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 8 %, 3166 MiB, 40960 MiB
2026/01/22 13:18:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 6 %, 2551 MiB, 40960 MiB
2026/01/22 13:19:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 10 %, 3922 MiB, 40960 MiB
2026/01/22 13:20:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 7 %, 2783 MiB, 40960 MiB
2026/01/22 13:21:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 8 %, 3422 MiB, 40960 MiB
2026/01/22 13:22:21.812, 0, NVIDIA A100-SXM4-40GB, 11 %, 7 %, 2781 MiB, 40960 MiB
2026/01/22 13:23:21.812, 0, NVIDIA A100-SXM4-40GB, 4 %, 6 %, 2639 MiB, 40960 MiB
2026/01/22 13:24:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 8 %, 3110 MiB, 40960 MiB
2026/01/22 13:25:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 6 %, 2359 MiB, 40960 MiB
2026/01/22 13:26:21.812, 0, NVIDIA A100-SXM4-40GB, 11 %, 9 %, 3640 MiB, 40960 MiB
2026/01/22 13:27:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 8 %, 3223 MiB, 40960 MiB
2026/01/22 13:28:21.812, 0, NVIDIA A100-SXM4-40GB, 5 %, 7 %, 2819 MiB, 40960 MiB
2026/01/22 13:29:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 9 %, 3699 MiB, 40960 MiB
2026/01/22 13:30:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 5 %, 1890 MiB, 40960 MiB
2026/01/22 13:31:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 6 %, 2299 MiB, 40960 MiB
2026/01/22 13:32:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 6 %, 2586 MiB, 40960 MiB
2026/01/22 13:33:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 5 %, 1936 MiB, 40960 MiB
2026/01/22 13:34:21.812, 0, NVIDIA A100-SXM4-40GB, 10 %, 6 %, 2548 MiB, 40960 MiB
2026/01/22 13:35:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2940 MiB, 40960 MiB
2026/01/22 13:36:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 8 %, 3157 MiB, 40960 MiB
2026/01/22 13:37:21.812, 0, NVIDIA A100-SXM4-40GB, 8 %, 7 %, 2827 MiB, 40960 MiB
2026/01/22 13:38:21.812, 0, NVIDIA A100-SXM4-40GB, 11 %, 7 %, 2929 MiB, 40960 MiB
2026/01/22 13:39:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 8 %, 3238 MiB, 40960 MiB
2026/01/22 13:40:21.812, 0, NVIDIA A100-SXM4-40GB, 7 %, 9 %, 3516 MiB, 40960 MiB
2026/01/22 13:41:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 7 %, 2818 MiB, 40960 MiB
2026/01/22 13:42:21.812, 0, NVIDIA A100-SXM4-40GB, 6 %, 7 %, 2809 MiB, 40960 MiB
2026/01/22 13:43:21.812, 0, NVIDIA A100-SXM4-40GB, 14 %, 6 %, 2254 MiB, 40960 MiB
2026/01/22 13:44:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 7 %, 2826 MiB, 40960 MiB
2026/01/22 13:45:21.812, 0, NVIDIA A100-SXM4-40GB, 9 %, 6 %, 2637 MiB, 40960 MiB
